an3.1:0.3|Bhayasutta |an3.1
an1.61:1.0|61 |an1.61-70
an1.62:1.0|62 |an1.61-70
an1.63:1.0|63 |an1.61-70
an1.64:1.0|64 |an1.61-70
an1.65:1.0|65 |an1.61-70
an1.66:1.0|66 |an1.61-70
an1.67:1.0|67 |an1.61-70
an1.68:1.0|68 |an1.61-70
an1.69:1.0|69 |an1.61-70
an1.70:1.0|70 |an1.61-70
an1.71:1.0|71 |an1.71-81
an1.72:1.0|72 |an1.71-81
an1.73:1.0|73 |an1.71-81
an1.74:1.0|74 |an1.71-81
an1.75:1.0|75 |an1.71-81
an1.76:1.0|76 |an1.71-81
an1.77:1.0|77 |an1.71-81
an1.78:1.0|78 |an1.71-81
an1.79:1.0|79 |an1.71-81
an1.80:1.0|80 |an1.71-81
an1.81:1.0|81 |an1.71-81
an1.82:1.0|82 |an1.82-97
an1.83:1.0|83 |an1.82-97
an1.84:1.0|84 |an1.82-97
an1.85:1.0|85 |an1.82-97
an1.86:1.0|86 |an1.82-97
an1.87:1.0|87 |an1.82-97
an1.88:1.0|88 |an1.82-97
an1.89:1.0|89 |an1.82-97
an1.90:1.0|90 |an1.82-97
an1.91:1.0|91 |an1.82-97
an1.92:1.0|92 |an1.82-97
an1.93:1.0|93 |an1.82-97
an1.94:1.0|94 |an1.82-97
an1.95:1.0|95 |an1.82-97
an1.96:1.0|96 |an1.82-97
an1.97:1.0|97 |an1.82-97
an1.98:1.0|98 |an1.98-139
an1.99:1.0|99 |an1.98-139
an1.100:1.0|100 |an1.98-139
an1.101:1.0|101 |an1.98-139
an1.110:1.0|110 |an1.98-139
an1.111:1.0|111 |an1.98-139
an1.112:1.0|112 |an1.98-139
an1.113:1.0|113 |an1.98-139
an1.114:1.0|114 |an1.98-139
an1.115:1.0|115 |an1.98-139
an1.116:1.0|116 |an1.98-139
an1.117:1.0|117 |an1.98-139
an1.129:1.0|129 |an1.98-139
an1.130:1.0|130 |an1.98-139
an1.131:1.0|131 |an1.98-139
an1.140:1.0|140 |an1.140-149
an1.141:1.0|141 |an1.140-149
an1.150:1.0|150 |an1.150-169
an1.151:1.0|151 |an1.150-169
an1.160:1.0|160 |an1.150-169
an1.161:1.0|161 |an1.150-169
an1.170:1.0|170 |an1.170-187
an1.171:1.0|171 |an1.170-187
an1.172:1.0|172 |an1.170-187
an1.173:1.0|173 |an1.170-187
an1.174:1.0|174 |an1.170-187
an1.187:1.0|187 |an1.170-187
an1.268:1.0|268 |an1.268-277
an1.269:1.0|269 |an1.268-277
an1.270:1.0|270 |an1.268-277
an1.271:1.0|271 |an1.268-277
an1.272:1.0|272 |an1.268-277
an1.273:1.0|273 |an1.268-277
an1.274:1.0|274 |an1.268-277
an1.275:1.0|275 |an1.268-277
an1.276:1.0|276 |an1.268-277
an1.277:1.0|277 |an1.268-277
an1.278:1.0|278 |an1.278-286
an1.279:1.0|279 |an1.278-286
an1.280:1.0|280 |an1.278-286
an1.284:1.0|284 |an1.278-286
an1.287:1.0|287 |an1.287-295
an1.290:1.0|290 |an1.287-295
an1.293:1.0|293 |an1.287-295
an1.296:1.0|296 |an1.296-305
an1.306:1.0|306 |an1.306-315
an1.307:1.0|307 |an1.306-315
an1.308:1.0|308 |an1.306-315
an1.309:1.0|309 |an1.306-315
an1.310:1.0|310 |an1.306-315
an1.311:1.0|311 |an1.306-315
an1.312:1.0|312 |an1.306-315
an1.313:1.0|313 |an1.306-315
an1.314:1.0|314 |an1.306-315
an1.315:1.0|315 |an1.306-315
an1.316:1.0|316 |an1.316-332
an1.317:1.0|317 |an1.316-332
an1.318:1.0|318 |an1.316-332
an1.319:1.0|319 |an1.316-332
an1.320:1.0|320 |an1.316-332
an1.321:1.0|321 |an1.316-332
an1.322:1.0|322 |an1.316-332
an1.323:1.0|323 |an1.316-332
an1.324:1.0|324 |an1.316-332
an1.325:1.0|325 |an1.316-332
an1.326:1.0|326 |an1.316-332
an1.327:1.0|327 |an1.316-332
an1.328:1.0|328 |an1.316-332
an1.329:1.0|329 |an1.316-332
an1.333:1.0|333 |an1.333-377
an1.334:1.0|334 |an1.333-377
an1.335:1.0|335 |an1.333-377
an1.336:1.0|336 |an1.333-377
an1.337:1.0|337 |an1.333-377
an1.338:1.0|338 |an1.333-377
an1.339:1.0|339 |an1.333-377
an1.340:1.0|340 |an1.333-377
an1.341:1.0|341 |an1.333-377
an1.342:1.0|342 |an1.333-377
an1.343:1.0|343 |an1.333-377
an1.344:1.0|344 |an1.333-377
an1.345:1.0|345 |an1.333-377
an1.346:1.0|346 |an1.333-377
an1.347:1.0|347 |an1.333-377
an1.394:1.0|394 |an1.394-574
an1.575:1.0|575 |an1.575-615
an1.583:1.0|583 |an1.575-615
an1.584:1.0|584 |an1.575-615
an1.585:1.0|585 |an1.575-615
an1.616:1.0|616 |an1.616-627
an1.617:1.0|617 |an1.616-627
an1.618:1.0|618 |an1.616-627
an1.619:1.0|619 |an1.616-627
an1.620:1.0|620 |an1.616-627
an1.621:1.0|621 |an1.616-627
an1.622:1.0|622 |an1.616-627
an1.623:1.0|623 |an1.616-627
an1.624:1.0|624 |an1.616-627
an1.625:1.0|625 |an1.616-627
an1.626:1.0|626 |an1.616-627
an1.627:1.0|627 |an1.616-627
an2.11:1.0|11 |an2.11-20
an2.12:1.0|12 |an2.11-20
an2.13:1.0|13 |an2.11-20
an2.14:1.0|14 |an2.11-20
an2.15:1.0|15 |an2.11-20
an2.16:1.0|16 |an2.11-20
an2.17:1.0|17 |an2.11-20
an2.18:1.0|18 |an2.11-20
an2.19:1.0|19 |an2.11-20
an2.20:1.0|20 |an2.11-20
an2.21:1.0|21 |an2.21-31
an2.22:1.0|22 |an2.21-31
an2.23:1.0|23 |an2.21-31
an2.24:1.0|24 |an2.21-31
an2.25:1.0|25 |an2.21-31
an2.26:1.0|26 |an2.21-31
an2.27:1.0|27 |an2.21-31
an2.28:1.0|28 |an2.21-31
an2.29:1.0|29 |an2.21-31
an2.30:1.0|30 |an2.21-31
an2.31:1.0|31 |an2.21-31
an2.32:1.0|32 |an2.32-41
an2.33:1.0|33 |an2.32-41
an2.34:1.0|34 |an2.32-41
an2.35:1.0|35 |an2.32-41
an2.36:1.0|36 |an2.32-41
an2.37:1.0|37 |an2.32-41
an2.38:1.0|38 |an2.32-41
an2.39:1.0|39 |an2.32-41
an2.40:1.0|40 |an2.32-41
an2.41:1.0|41 |an2.32-41
an2.42:1.0|42 |an2.42-51
an2.43:1.0|43 |an2.42-51
an2.44:1.0|44 |an2.42-51
an2.45:1.0|45 |an2.42-51
an2.46:1.0|46 |an2.42-51
an2.47:1.0|47 |an2.42-51
an2.48:1.0|48 |an2.42-51
an2.49:1.0|49 |an2.42-51
an2.50:1.0|50 |an2.42-51
an2.51:1.0|51 |an2.42-51
an2.52:1.0|52 |an2.52-63
an2.53:1.0|53 |an2.52-63
an2.54:1.0|54 |an2.52-63
an2.55:1.0|55 |an2.52-63
an2.56:1.0|56 |an2.52-63
an2.57:1.0|57 |an2.52-63
an2.58:1.0|58 |an2.52-63
an2.59:1.0|59 |an2.52-63
an2.60:1.0|60 |an2.52-63
an2.61:1.0|61 |an2.52-63
an2.62:1.0|62 |an2.52-63
an2.63:1.0|63 |an2.52-63
an2.64:1.0|64 |an2.64-76
an2.65:1.0|65 |an2.64-76
an2.66:1.0|66 |an2.64-76
an2.67:1.0|67 |an2.64-76
an2.68:1.0|68 |an2.64-76
an2.69:1.0|69 |an2.64-76
an2.70:1.0|70 |an2.64-76
an2.71:1.0|71 |an2.64-76
an2.72:1.0|72 |an2.64-76
an2.73:1.0|73 |an2.64-76
an2.74:1.0|74 |an2.64-76
an2.75:1.0|75 |an2.64-76
an2.76:1.0|76 |an2.64-76
an2.77:1.0|77 |an2.77-86
an2.78:1.0|78 |an2.77-86
an2.79:1.0|79 |an2.77-86
an2.80:1.0|80 |an2.77-86
an2.81:1.0|81 |an2.77-86
an2.82:1.0|82 |an2.77-86
an2.83:1.0|83 |an2.77-86
an2.84:1.0|84 |an2.77-86
an2.85:1.0|85 |an2.77-86
an2.86:1.0|86 |an2.77-86
an2.87:1.0|87 |an2.87-97
an2.88:1.0|88 |an2.87-97
an2.89:1.0|89 |an2.87-97
an2.90:1.0|90 |an2.87-97
an2.91:1.0|91 |an2.87-97
an2.92:1.0|92 |an2.87-97
an2.93:1.0|93 |an2.87-97
an2.94:1.0|94 |an2.87-97
an2.95:1.0|95 |an2.87-97
an2.96:1.0|96 |an2.87-97
an2.97:1.0|97 |an2.87-97
an2.98:1.0|98 |an2.98-117
an2.99:1.0|99 |an2.98-117
an2.100:1.0|100 |an2.98-117
an2.101:1.0|101 |an2.98-117
an2.102:1.0|102 |an2.98-117
an2.103:1.0|103 |an2.98-117
an2.104:1.0|104 |an2.98-117
an2.105:1.0|105 |an2.98-117
an2.106:1.0|106 |an2.98-117
an2.107:1.0|107 |an2.98-117
an2.108:1.0|108 |an2.98-117
an2.109:1.0|109 |an2.98-117
an2.110:1.0|110 |an2.98-117
an2.111:1.0|111 |an2.98-117
an2.112:1.0|112 |an2.98-117
an2.113:1.0|113 |an2.98-117
an2.114:1.0|114 |an2.98-117
an2.115:1.0|115 |an2.98-117
an2.116:1.0|116 |an2.98-117
an2.117:1.0|117 |an2.98-117
an2.118:1.0|118 |an2.118-129
an2.119:1.0|119 |an2.118-129
an2.120:1.0|120 |an2.118-129
an2.121:1.0|121 |an2.118-129
an2.122:1.0|122 |an2.118-129
an2.123:1.0|123 |an2.118-129
an2.124:1.0|124 |an2.118-129
an2.125:1.0|125 |an2.118-129
an2.126:1.0|126 |an2.118-129
an2.127:1.0|127 |an2.118-129
an2.128:1.0|128 |an2.118-129
an2.129:1.0|129 |an2.118-129
an2.130:1.0|130 |an2.130-140
an2.131:1.0|131 |an2.130-140
an2.132:1.0|132 |an2.130-140
an2.133:1.0|133 |an2.130-140
an2.134:1.0|134 |an2.130-140
an2.135:1.0|135 |an2.130-140
an2.136:1.0|136 |an2.130-140
an2.137:1.0|137 |an2.130-140
an2.138:1.0|138 |an2.130-140
an2.139:1.0|139 |an2.130-140
an2.140:1.0|140 |an2.130-140
an2.141:1.0|141 |an2.141-150
an2.142:1.0|142 |an2.141-150
an2.143:1.0|143 |an2.141-150
an2.144:1.0|144 |an2.141-150
an2.145:1.0|145 |an2.141-150
an2.146:1.0|146 |an2.141-150
an2.147:1.0|147 |an2.141-150
an2.148:1.0|148 |an2.141-150
an2.149:1.0|149 |an2.141-150
an2.150:1.0|150 |an2.141-150
an2.151:1.0|151 |an2.151-162
an2.152:1.0|152 |an2.151-162
an2.153:1.0|153 |an2.151-162
an2.154:1.0|154 |an2.151-162
an2.155:1.0|155 |an2.151-162
an2.156:1.0|156 |an2.151-162
an2.157:1.0|157 |an2.151-162
an2.158:1.0|158 |an2.151-162
an2.159:1.0|159 |an2.151-162
an2.160:1.0|160 |an2.151-162
an2.161:1.0|161 |an2.151-162
an2.162:1.0|162 |an2.151-162
an2.163:1.0|163 |an2.163-179
an2.164:1.0|164 |an2.163-179
an2.165:1.0|165 |an2.163-179
an2.166:1.0|166 |an2.163-179
an2.167:1.0|167 |an2.163-179
an2.168:1.0|168 |an2.163-179
an2.169:1.0|169 |an2.163-179
an2.170:1.0|170 |an2.163-179
an2.171:1.0|171 |an2.163-179
an2.172:1.0|172 |an2.163-179
an2.173:1.0|173 |an2.163-179
an2.174:1.0|174 |an2.163-179
an2.175:1.0|175 |an2.163-179
an2.176:1.0|176 |an2.163-179
an2.177:1.0|177 |an2.163-179
an2.178:1.0|178 |an2.163-179
an2.179:1.0|179 |an2.163-179
an2.280:1.0|280 |an2.280-309
dhp1:0.4|Cakkhupālattheravatthu |dhp1-20
dhp2:0|Maṭṭhakuṇḍalīvatthu |dhp1-20
dhp3:0|Tissattheravatthu |dhp1-20
dhp5:0|Kāḷayakkhinīvatthu |dhp1-20
dhp6:0|Kosambakavatthu |dhp1-20
dhp7:0|Mahākāḷattheravatthu |dhp1-20
dhp9:0|Devadattavatthu |dhp1-20
dhp11:0|Sāriputtattheravatthu |dhp1-20
dhp13:0|Nandattheravatthu |dhp1-20
dhp15:0|Cundasūkarikavatthu |dhp1-20
dhp16:0|Dhammikaupāsakavatthu |dhp1-20
dhp17:0|Devadattavatthu |dhp1-20
dhp18:0|Sumanadevīvatthu |dhp1-20
dhp19:0|Dvesahāyakabhikkhuvatthu |dhp1-20
dhp21:0.4|Sāmāvatīvatthu |dhp21-32
dhp24:0|Kumbaghosakaseṭṭhivatthu |dhp21-32
dhp25:0|Cūḷapanthakavatthu |dhp21-32
dhp26:0|Bālanakkhattasaṅghuṭṭhavatthu |dhp21-32
dhp28:0|Mahākassapattheravatthu |dhp21-32
dhp29:0|Pamattāpamattadvesahāyakabhikkhuvatthu |dhp21-32
dhp30:0|Maghavatthu |dhp21-32
dhp31:0|Aññatarabhikkhuvatthu |dhp21-32
dhp32:0|Nigamavāsitissattheravatthu |dhp21-32
dhp33:0.4|Meghiyattheravatthu |dhp33-43
dhp35:0|Aññatarabhikkhuvatthu |dhp33-43
dhp36:0|Aññataraukkaṇṭhitabhikkhuvatthu |dhp33-43
dhp37:0|Saṅgharakkhitabhāgineyyattheravatthu |dhp33-43
dhp38:0|Cittahatthattheravatthu |dhp33-43
dhp40:0|Pañcasatabhikkhuvatthu |dhp33-43
dhp41:0|Pūtigattatissattheravatthu |dhp33-43
dhp42:0|Nandagopālakavatthu |dhp33-43
dhp43:0|Soreyyavatthu |dhp33-43
dhp44:0.4|Pathavikathāpasutapañcasatabhikkhuvatthu |dhp44-59
dhp46:0|Marīcikammaṭṭhānikabhikkhuvatthu |dhp44-59
dhp47:0|Viṭaṭūbhavatthu |dhp44-59
dhp48:0|Patipūjikakumārivatthu |dhp44-59
dhp49:0|Macchariyakosiyaseṭṭhivatthu |dhp44-59
dhp50:0|Pāveyyaājīvakavatthu |dhp44-59
dhp51:0|Chattapāṇiupāsakavatthu |dhp44-59
dhp53:0|Visākhāvatthu |dhp44-59
dhp54:0|Ānandattherapañhavatthu |dhp44-59
dhp56:0|Mahākassapattherapiṇḍapātadinnavatthu |dhp44-59
dhp57:0|Godhikattheraparinibbānavatthu |dhp44-59
dhp58:0|Garahadinnavatthu |dhp44-59
dhp60:0.4|Aññatarapurisavatthu |dhp60-75
dhp61:0|Mahākassapasaddhivihārikavatthu |dhp60-75
dhp62:0|Ānandaseṭṭhivatthu |dhp60-75
dhp63:0|Gaṇṭhibhedakacoravatthu |dhp60-75
dhp64:0|Udāyittheravatthu |dhp60-75
dhp65:0|Tiṁsapāveyyakabhikkhuvatthu |dhp60-75
dhp66:0|Suppabuddhakuṭṭhivatthu |dhp60-75
dhp67:0|Kassakavatthu |dhp60-75
dhp68:0|Sumanamālākāravatthu |dhp60-75
dhp69:0|Uppalavaṇṇattherīvatthu |dhp60-75
dhp70:0|Jambukattheravatthu |dhp60-75
dhp71:0|Ahipetavatthu |dhp60-75
dhp72:0|Saṭṭhikūṭapetavatthu |dhp60-75
dhp73:0|Cittagahapativatthu |dhp60-75
dhp75:0|Vanavāsitissasāmaṇeravatthu |dhp60-75
dhp76:0.4|Rādhattheravatthu |dhp76-89
dhp77:0|Assajipunabbasukavatthu |dhp76-89
dhp78:0|Channattheravatthu |dhp76-89
dhp79:0|Mahākappinattheravatthu |dhp76-89
dhp80:0|Paṇḍitasāmaṇeravatthu |dhp76-89
dhp81:0|Lakuṇḍakabhaddiyattheravatthu |dhp76-89
dhp82:0|Kāṇamātāvatthu |dhp76-89
dhp83:0|Pañcasatabhikkhuvatthu |dhp76-89
dhp84:0|Dhammikattheravatthu |dhp76-89
dhp85:0|Dhammassavanattheravatthu |dhp76-89
dhp87:0|Pañcasataāgantukabhikkhuvatthu |dhp76-89
dhp90:0.4|Jīvakapañhavatthu |dhp90-99
dhp91:0|Mahākassapattheravatthu |dhp90-99
dhp92:0|Belaṭṭhasīsattheravatthu |dhp90-99
dhp93:0|Anuruddhattheravatthu |dhp90-99
dhp94:0|Mahākaccāyanattheravatthu |dhp90-99
dhp95:0|Sāriputtattheravatthu |dhp90-99
dhp96:0|Kosambivāsitissattherasāmaṇeravatthu |dhp90-99
dhp97:0|Sāriputtattheravatthu |dhp90-99
dhp98:0|Khadiravaniyarevatattheravatthu |dhp90-99
dhp99:0|Aññataraitthivatthu |dhp90-99
dhp100:0.4|Tambadāṭhikacoraghātakavatthu |dhp100-115
dhp101:0|Bāhiyadārucīriyattheravatthu |dhp100-115
dhp102:0|Kuṇḍalakesitherīvatthu |dhp100-115
dhp104:0|Anatthapucchakabrāhmaṇavatthu |dhp100-115
dhp106:0|Sāriputtattherassa mātulabrāhmaṇavatthu |dhp100-115
dhp107:0|Sāriputtattherassa bhāgineyyavatthu |dhp100-115
dhp108:0|Sāriputtatherassa sahāyakabrāhmaṇavatthu |dhp100-115
dhp109:0|Āyuvaḍḍhanakumāravatthu |dhp100-115
dhp110:0|Saṅkiccasāmaṇeravatthu |dhp100-115
dhp111:0|Khāṇukoṇḍaññattheravatthu |dhp100-115
dhp112:0|Sabbadāsattheravatthu |dhp100-115
dhp113:0|Paṭācārātherīvatthu |dhp100-115
dhp114:0|Kisāgotamīvatthu |dhp100-115
dhp115:0|Bahuputtikattherīvatthu |dhp100-115
dhp116:0.4|Cūḷekasāṭakabrāhmaṇavatthu |dhp116-128
dhp117:0|Seyyasakattheravatthu |dhp116-128
dhp118:0|Lājadevadhītāvatthu |dhp116-128
dhp119:0|Anāthapiṇḍikaseṭṭhivatthu |dhp116-128
dhp121:0|Asaññataparikkhāravatthu |dhp116-128
dhp122:0|Biḷālapādakaseṭṭhivatthu |dhp116-128
dhp123:0|Mahādhanavāṇijavatthu |dhp116-128
dhp124:0|Kukkuṭamittanesādavatthu |dhp116-128
dhp125:0|Kokasunakhaluddakavatthu |dhp116-128
dhp126:0|Maṇikārakulūpakatissattheravatthu |dhp116-128
dhp127:0|Tayojanavatthu |dhp116-128
dhp128:0|Suppabuddhasakyavatthu |dhp116-128
dhp129:0.4|Chabbaggiyabhikkhuvatthu |dhp129-145
dhp130:0|Chabbaggiyavatthu |dhp129-145
dhp131:0|Sambahulakumārakavatthu |dhp129-145
dhp133:0|Koṇḍadhānattheravatthu |dhp129-145
dhp135:0|Uposathikaitthīnaṁvatthu |dhp129-145
dhp136:0|Ajagarapetavatthu |dhp129-145
dhp137:0|Mahāmoggallānattheravatthu |dhp129-145
dhp141:0|Bahubhaṇḍikabhikkhuvatthu |dhp129-145
dhp142:0|Santatimahāmattavatthu |dhp129-145
dhp143:0|Pilotikatissattheravatthu |dhp129-145
dhp145:0|Sukhasāmaṇeravatthu |dhp129-145
dhp146:0.4|Visākhāyasahāyikānaṁvatthu |dhp146-156
dhp147:0|Sirimāvatthu |dhp146-156
dhp148:0|Uttarātherīvatthu |dhp146-156
dhp149:0|Sambahulaadhimānikabhikkhuvatthu |dhp146-156
dhp150:0|Janapadakalyāṇīrūpanandātherīvatthu |dhp146-156
dhp151:0|Mallikādevīvatthu |dhp146-156
dhp152:0|Lāḷudāyītheravatthu |dhp146-156
dhp153:0|Udānavatthu |dhp146-156
dhp155:0|Mahādhanaseṭṭhiputtavatthu |dhp146-156
dhp157:0.4|Bodhirājakumāravatthu |dhp157-166
dhp158:0|Upanandasakyaputtattheravatthu |dhp157-166
dhp159:0|Padhānikatissattheravatthu |dhp157-166
dhp160:0|Kumārakassapamātuttherivatthu |dhp157-166
dhp161:0|Mahākālaupāsakavatthu |dhp157-166
dhp162:0|Devadattavatthu |dhp157-166
dhp163:0|Saṅghabhedaparisakkanavatthu |dhp157-166
dhp164:0|Kālattheravatthu |dhp157-166
dhp165:0|Cūḷakālaupāsakavatthu |dhp157-166
dhp166:0|Attadatthattheravatthu |dhp157-166
dhp167:0.4|Daharabhikkhuvatthu |dhp167-178
dhp168:0|Suddhodanavatthu |dhp167-178
dhp170:0|Pañcasatavipassakabhikkhuvatthu |dhp167-178
dhp171:0|Abhayarājakumāravatthu |dhp167-178
dhp172:0|Sammajjanattheravatthu |dhp167-178
dhp173:0|Aṅgulimālattheravatthu |dhp167-178
dhp174:0|Pesakāradhītāvatthu |dhp167-178
dhp175:0|Tiṁsabhikkhuvatthu |dhp167-178
dhp176:0|Ciñcamāṇavikāvatthu |dhp167-178
dhp177:0|Asadisadānavatthu |dhp167-178
dhp178:0|Anāthapiṇḍikaputtakālavatthu |dhp167-178
dhp179:0.4|Māradhītaravatthu |dhp179-196
dhp181:0|Devorohaṇavatthu |dhp179-196
dhp182:0|Erakapattanāgarājavatthu |dhp179-196
dhp183:0|Ānandattherapañhavatthu |dhp179-196
dhp186:0|Anabhiratabhikkhuvatthu |dhp179-196
dhp188:0|Aggidattabrāhmaṇavatthu |dhp179-196
dhp193:0|Ānandattherapañhavatthu |dhp179-196
dhp194:0|Sambahulabhikkhuvatthu |dhp179-196
dhp195:0|Kassapadasabalassasuvaṇṇacetiyavatthu |dhp179-196
dhp197:0.4|Ñātikalahavūpasamanavatthu |dhp197-208
dhp200:0|Māravatthu |dhp197-208
dhp201:0|Kosalaraññoparājayavatthu |dhp197-208
dhp202:0|Aññatarakuladārikāvatthu |dhp197-208
dhp203:0|Ekaupāsakavatthu |dhp197-208
dhp204:0|Pasenadikosalavatthu |dhp197-208
dhp205:0|Tissattheravatthu |dhp197-208
dhp206:0|Sakkavatthu |dhp197-208
dhp209:0.4|Tayojanapabbajitavatthu |dhp209-220
dhp212:0|Aññatarakuṭumbikavatthu |dhp209-220
dhp213:0|Visākhāvatthu |dhp209-220
dhp214:0|Licchavīvatthu |dhp209-220
dhp215:0|Anitthigandhakumāravatthu |dhp209-220
dhp216:0|Aññatarabrāhmaṇavatthu |dhp209-220
dhp217:0|Pañcasatadārakavatthu |dhp209-220
dhp218:0|Ekaanāgāmittheravatthu |dhp209-220
dhp219:0|Nandiyavatthu |dhp209-220
dhp221:0.4|Rohinīkhattiyakaññāvatthu |dhp221-234
dhp222:0|Aññatarabhikkhuvatthu |dhp221-234
dhp223:0|Uttarāupāsikavatthu |dhp221-234
dhp224:0|Mahāmoggallānapañhavatthu |dhp221-234
dhp225:0|Buddhapitubrāhmaṇavatthu |dhp221-234
dhp226:0|Puṇṇadāsīvatthu |dhp221-234
dhp227:0|Atulaupāsakavatthu |dhp221-234
dhp231:0|Chabbaggiyavatthu |dhp221-234
dhp235:0.4|Goghātakaputtavatthu |dhp235-255
dhp239:0|Aññatarabrāhmaṇavatthu |dhp235-255
dhp240:0|Tissattheravatthu |dhp235-255
dhp241:0|Lāḷudāyīvatthu |dhp235-255
dhp242:0|Aññatarakulaputtavatthu |dhp235-255
dhp244:0|Cūḷasāribhikkhuvatthu |dhp235-255
dhp246:0|Pañcaupāsakavatthu |dhp235-255
dhp249:0|Tissadaharavatthu |dhp235-255
dhp251:0|Pañcaupāsakavatthu |dhp235-255
dhp252:0|Meṇḍakaseṭṭhivatthu |dhp235-255
dhp253:0|Ujjhānasaññittheravatthu |dhp235-255
dhp254:0|Subhaddaparibbājakavatthu |dhp235-255
dhp256:0.4|Vinicchayamahāmattavatthu |dhp256-272
dhp258:0|Chabbaggiyavatthu |dhp256-272
dhp259:0|Ekudānakhīṇāsavavatthu |dhp256-272
dhp260:0|Lakuṇḍakabhaddiyattheravatthu |dhp256-272
dhp262:0|Sambahulabhikkhuvatthu |dhp256-272
dhp264:0|Hatthakavatthu |dhp256-272
dhp266:0|Aññatarabrāhmaṇavatthu |dhp256-272
dhp268:0|Titthiyavatthu |dhp256-272
dhp270:0|Bālisikavatthu |dhp256-272
dhp271:0|Sambahulasīlādisampannabhikkhuvatthu |dhp256-272
dhp273:0.4|Pañcasatabhikkhuvatthu |dhp273-289
dhp277:0|Aniccalakkhaṇavatthu |dhp273-289
dhp278:0|Dukkhalakkhaṇavatthu |dhp273-289
dhp279:0|Anattalakkhaṇavatthu |dhp273-289
dhp280:0|Padhānakammikatissattheravatthu |dhp273-289
dhp281:0|Sūkarapetavatthu |dhp273-289
dhp282:0|Poṭṭhilattheravatthu |dhp273-289
dhp283:0|Pañcamahallakabhikkhuvatthu |dhp273-289
dhp285:0|Suvaṇṇakārattheravatthu |dhp273-289
dhp286:0|Mahādhanavāṇijavatthu |dhp273-289
dhp287:0|Kisāgotamīvatthu |dhp273-289
dhp288:0|Paṭācārāvatthu |dhp273-289
dhp290:0.4|Attanopubbakammavatthu |dhp290-305
dhp291:0|Kukkuṭaṇḍakhādikāvatthu |dhp290-305
dhp292:0|Bhaddiyānaṁbhikkhūnaṁvatthu |dhp290-305
dhp294:0|Lakuṇḍakabhaddiyavatthu |dhp290-305
dhp296:0|Dārusākaṭikaputtavatthu |dhp290-305
dhp302:0|Vajjiputtakabhikkhuvatthu |dhp290-305
dhp303:0|Cittagahapativatthu |dhp290-305
dhp304:0|Cūḷasubhaddāvatthu |dhp290-305
dhp305:0|Ekavihārittheravatthu |dhp290-305
dhp306:0.4|Sundarīparibbājikāvatthu |dhp306-319
dhp307:0|Duccaritaphalapīḷitavatthu |dhp306-319
dhp309:0|Khemakaseṭṭhiputtavatthu |dhp306-319
dhp311:0|Dubbacabhikkhuvatthu |dhp306-319
dhp314:0|Issāpakataitthivatthu |dhp306-319
dhp315:0|Sambahulabhikkhuvatthu |dhp306-319
dhp316:0|Nigaṇṭhavatthu |dhp306-319
dhp318:0|Titthiyasāvakavatthu |dhp306-319
dhp320:0.4|Attadantavatthu |dhp320-333
dhp323:0|Hatthācariyapubbakabhikkhuvatthu |dhp320-333
dhp324:0|Parijiṇṇabrāhmaṇaputtavatthu |dhp320-333
dhp325:0|Pasenadikosalavatthu |dhp320-333
dhp326:0|Sānusāmaṇeravatthu |dhp320-333
dhp327:0|Pāveyyakahatthivatthu |dhp320-333
dhp328:0|Sambahulabhikkhuvatthu |dhp320-333
dhp331:0|Māravatthu |dhp320-333
dhp334:0.4|Kapilamacchavatthu |dhp334-359
dhp338:0|Sūkarapotikāvatthu |dhp334-359
dhp344:0|Vibbhantabhikkhuvatthu |dhp334-359
dhp345:0|Bandhanāgāravatthu |dhp334-359
dhp347:0|Khemātherīvatthu |dhp334-359
dhp348:0|Uggasenavatthu |dhp334-359
dhp349:0|Cūḷadhanuggahapaṇḍitavatthu |dhp334-359
dhp351:0|Māravatthu |dhp334-359
dhp353:0|Upakājīvakavatthu |dhp334-359
dhp354:0|Sakkapañhavatthu |dhp334-359
dhp355:0|Aputtakaseṭṭhivatthu |dhp334-359
dhp356:0|Aṅkuravatthu |dhp334-359
dhp360:0.4|Pañcabhikkhuvatthu |dhp360-382
dhp362:0|Haṁsaghātakabhikkhuvatthu |dhp360-382
dhp363:0|Kokālikavatthu |dhp360-382
dhp364:0|Dhammārāmattheravatthu |dhp360-382
dhp365:0|Vipakkhasevakabhikkhuvatthu |dhp360-382
dhp367:0|Pañcaggadāyakabrāhmaṇavatthu |dhp360-382
dhp368:0|Sambahulabhikkhuvatthu |dhp360-382
dhp377:0|Pañcasatabhikkhuvatthu |dhp360-382
dhp378:0|Santakāyattheravatthu |dhp360-382
dhp379:0|Naṅgalakulattheravatthu |dhp360-382
dhp381:0|Vakkalittheravatthu |dhp360-382
dhp382:0|Sumanasāmaṇeravatthu |dhp360-382
dhp383:0.4|Pasādabahulabrāhmaṇavatthu |dhp383-423
dhp384:0|Sambahulabhikkhuvatthu |dhp383-423
dhp385:0|Māravatthu |dhp383-423
dhp386:0|Aññatarabrāhmaṇavatthu |dhp383-423
dhp387:0|Ānandattheravatthu |dhp383-423
dhp388:0|Aññatarabrāhmaṇapabbajitavatthu |dhp383-423
dhp389:0|Sāriputtattheravatthu |dhp383-423
dhp391:0|Mahāpajāpatigotamīvatthu |dhp383-423
dhp392:0|Sāriputtattheravatthu |dhp383-423
